dmanum,week,ex_loy_kc_dcp_reg,ex_loy_kc_fsloy_reg,ex_loy_kc_iseth_reg,ex_loy_kc_kids_reg,ex_loy_kc_mens_reg,ex_loy_kc_missex_reg,ex_loy_kc_ocbb_reg,ex_loy_kc_odis_reg,ex_loy_kc_odol_reg,ex_loy_kc_oleth_reg,ex_loy_kc_other_reg,ex_loy_nkc_dcp_reg,ex_loy_nkc_fsloy_reg,ex_loy_nkc_iseth_reg,ex_loy_nkc_kids_reg,ex_loy_nkc_mens_reg,ex_loy_nkc_missex_reg,ex_loy_nkc_ocbb_reg,ex_loy_nkc_odis_reg,ex_loy_nkc_odol_reg,ex_loy_nkc_oleth_reg,ex_loy_nkc_other_reg,ex_nloy_kc_dcp_reg,ex_nloy_kc_fsloy_reg,ex_nloy_kc_iseth_reg,ex_nloy_kc_kids_reg,ex_nloy_kc_mens_reg,ex_nloy_kc_missex_reg,ex_nloy_kc_ocbb_reg,ex_nloy_kc_odis_reg,ex_nloy_kc_odol_reg,ex_nloy_kc_oleth_reg,ex_nloy_kc_other_reg,ex_nloy_nkc_dcp_reg,ex_nloy_nkc_fsloy_reg,ex_nloy_nkc_iseth_reg,ex_nloy_nkc_kids_reg,ex_nloy_nkc_mens_reg,ex_nloy_nkc_missex_reg,ex_nloy_nkc_ocbb_reg,ex_nloy_nkc_odis_reg,ex_nloy_nkc_odol_reg,ex_nloy_nkc_oleth_reg,ex_nloy_nkc_other_reg,new_loy_kc_dcp_reg,new_loy_kc_fsloy_reg,new_loy_kc_iseth_reg,new_loy_kc_kids_reg,new_loy_kc_mens_reg,new_loy_kc_missex_reg,new_loy_kc_ocbb_reg,new_loy_kc_odis_reg,new_loy_kc_odol_reg,new_loy_kc_oleth_reg,new_loy_kc_other_reg,new_loy_nkc_dcp_reg,new_loy_nkc_fsloy_reg,new_loy_nkc_iseth_reg,new_loy_nkc_kids_reg,new_loy_nkc_mens_reg,new_loy_nkc_missex_reg,new_loy_nkc_ocbb_reg,new_loy_nkc_odis_reg,new_loy_nkc_odol_reg,new_loy_nkc_oleth_reg,new_loy_nkc_other_reg,new_nloy_kc_dcp_reg,new_nloy_kc_fsloy_reg,new_nloy_kc_iseth_reg,new_nloy_kc_kids_reg,new_nloy_kc_mens_reg,new_nloy_kc_missex_reg,new_nloy_kc_ocbb_reg,new_nloy_kc_odis_reg,new_nloy_kc_odol_reg,new_nloy_kc_oleth_reg,new_nloy_kc_other_reg,new_nloy_nkc_dcp_reg,new_nloy_nkc_fsloy_reg,new_nloy_nkc_iseth_reg,new_nloy_nkc_kids_reg,new_nloy_nkc_mens_reg,new_nloy_nkc_missex_reg,new_nloy_nkc_ocbb_reg,new_nloy_nkc_odis_reg,new_nloy_nkc_odol_reg,new_nloy_nkc_oleth_reg,new_nloy_nkc_other_reg,ex_loy_kc_dcp_final,ex_loy_kc_fsloy_final,ex_loy_kc_iseth_final,ex_loy_kc_kids_final,ex_loy_kc_mens_final,ex_loy_kc_missex_final,ex_loy_kc_ocbb_final,ex_loy_kc_odis_final,ex_loy_kc_odol_final,ex_loy_kc_oleth_final,ex_loy_kc_other_final,ex_loy_nkc_dcp_final,ex_loy_nkc_fsloy_final,ex_loy_nkc_iseth_final,ex_loy_nkc_kids_final,ex_loy_nkc_mens_final,ex_loy_nkc_missex_final,ex_loy_nkc_ocbb_final,ex_loy_nkc_odis_final,ex_loy_nkc_odol_final,ex_loy_nkc_oleth_final,ex_loy_nkc_other_final,ex_nloy_kc_dcp_final,ex_nloy_kc_fsloy_final,ex_nloy_kc_iseth_final,ex_nloy_kc_kids_final,ex_nloy_kc_mens_final,ex_nloy_kc_missex_final,ex_nloy_kc_ocbb_final,ex_nloy_kc_odis_final,ex_nloy_kc_odol_final,ex_nloy_kc_oleth_final,ex_nloy_kc_other_final,ex_nloy_nkc_dcp_final,ex_nloy_nkc_fsloy_final,ex_nloy_nkc_iseth_final,ex_nloy_nkc_kids_final,ex_nloy_nkc_mens_final,ex_nloy_nkc_missex_final,ex_nloy_nkc_ocbb_final,ex_nloy_nkc_odis_final,ex_nloy_nkc_odol_final,ex_nloy_nkc_oleth_final,ex_nloy_nkc_other_final,new_loy_kc_dcp_final,new_loy_kc_fsloy_final,new_loy_kc_iseth_final,new_loy_kc_kids_final,new_loy_kc_mens_final,new_loy_kc_missex_final,new_loy_kc_ocbb_final,new_loy_kc_odis_final,new_loy_kc_odol_final,new_loy_kc_oleth_final,new_loy_kc_other_final,new_loy_nkc_dcp_final,new_loy_nkc_fsloy_final,new_loy_nkc_iseth_final,new_loy_nkc_kids_final,new_loy_nkc_mens_final,new_loy_nkc_missex_final,new_loy_nkc_ocbb_final,new_loy_nkc_odis_final,new_loy_nkc_odol_final,new_loy_nkc_oleth_final,new_loy_nkc_other_final,new_nloy_kc_dcp_final,new_nloy_kc_fsloy_final,new_nloy_kc_iseth_final,new_nloy_kc_kids_final,new_nloy_kc_mens_final,new_nloy_kc_missex_final,new_nloy_kc_ocbb_final,new_nloy_kc_odis_final,new_nloy_kc_odol_final,new_nloy_kc_oleth_final,new_nloy_kc_other_final,new_nloy_nkc_dcp_final,new_nloy_nkc_fsloy_final,new_nloy_nkc_iseth_final,new_nloy_nkc_kids_final,new_nloy_nkc_mens_final,new_nloy_nkc_missex_final,new_nloy_nkc_ocbb_final,new_nloy_nkc_odis_final,new_nloy_nkc_odol_final,new_nloy_nkc_oleth_final,new_nloy_nkc_other_final,ex_loy_kc_dcp_units,ex_loy_kc_fsloy_units,ex_loy_kc_iseth_units,ex_loy_kc_kids_units,ex_loy_kc_mens_units,ex_loy_kc_missex_units,ex_loy_kc_ocbb_units,ex_loy_kc_odis_units,ex_loy_kc_odol_units,ex_loy_kc_oleth_units,ex_loy_kc_other_units,ex_loy_nkc_dcp_units,ex_loy_nkc_fsloy_units,ex_loy_nkc_iseth_units,ex_loy_nkc_kids_units,ex_loy_nkc_mens_units,ex_loy_nkc_missex_units,ex_loy_nkc_ocbb_units,ex_loy_nkc_odis_units,ex_loy_nkc_odol_units,ex_loy_nkc_oleth_units,ex_loy_nkc_other_units,ex_nloy_kc_dcp_units,ex_nloy_kc_fsloy_units,ex_nloy_kc_iseth_units,ex_nloy_kc_kids_units,ex_nloy_kc_mens_units,ex_nloy_kc_missex_units,ex_nloy_kc_ocbb_units,ex_nloy_kc_odis_units,ex_nloy_kc_odol_units,ex_nloy_kc_oleth_units,ex_nloy_kc_other_units,ex_nloy_nkc_dcp_units,ex_nloy_nkc_fsloy_units,ex_nloy_nkc_iseth_units,ex_nloy_nkc_kids_units,ex_nloy_nkc_mens_units,ex_nloy_nkc_missex_units,ex_nloy_nkc_ocbb_units,ex_nloy_nkc_odis_units,ex_nloy_nkc_odol_units,ex_nloy_nkc_oleth_units,ex_nloy_nkc_other_units,new_loy_kc_dcp_units,new_loy_kc_fsloy_units,new_loy_kc_iseth_units,new_loy_kc_kids_units,new_loy_kc_mens_units,new_loy_kc_missex_units,new_loy_kc_ocbb_units,new_loy_kc_odis_units,new_loy_kc_odol_units,new_loy_kc_oleth_units,new_loy_kc_other_units,new_loy_nkc_dcp_units,new_loy_nkc_fsloy_units,new_loy_nkc_iseth_units,new_loy_nkc_kids_units,new_loy_nkc_mens_units,new_loy_nkc_missex_units,new_loy_nkc_ocbb_units,new_loy_nkc_odis_units,new_loy_nkc_odol_units,new_loy_nkc_oleth_units,new_loy_nkc_other_units,new_nloy_kc_dcp_units,new_nloy_kc_fsloy_units,new_nloy_kc_iseth_units,new_nloy_kc_kids_units,new_nloy_kc_mens_units,new_nloy_kc_missex_units,new_nloy_kc_ocbb_units,new_nloy_kc_odis_units,new_nloy_kc_odol_units,new_nloy_kc_oleth_units,new_nloy_kc_other_units,new_nloy_nkc_dcp_units,new_nloy_nkc_fsloy_units,new_nloy_nkc_iseth_units,new_nloy_nkc_kids_units,new_nloy_nkc_mens_units,new_nloy_nkc_missex_units,new_nloy_nkc_ocbb_units,new_nloy_nkc_odis_units,new_nloy_nkc_odol_units,new_nloy_nkc_oleth_units,new_nloy_nkc_other_units,ex_loy_kc_dcp_trans,ex_loy_kc_fsloy_trans,ex_loy_kc_iseth_trans,ex_loy_kc_kids_trans,ex_loy_kc_mens_trans,ex_loy_kc_missex_trans,ex_loy_kc_ocbb_trans,ex_loy_kc_odis_trans,ex_loy_kc_odol_trans,ex_loy_kc_oleth_trans,ex_loy_kc_other_trans,ex_loy_nkc_dcp_trans,ex_loy_nkc_fsloy_trans,ex_loy_nkc_iseth_trans,ex_loy_nkc_kids_trans,ex_loy_nkc_mens_trans,ex_loy_nkc_missex_trans,ex_loy_nkc_ocbb_trans,ex_loy_nkc_odis_trans,ex_loy_nkc_odol_trans,ex_loy_nkc_oleth_trans,ex_loy_nkc_other_trans,ex_nloy_kc_dcp_trans,ex_nloy_kc_fsloy_trans,ex_nloy_kc_iseth_trans,ex_nloy_kc_kids_trans,ex_nloy_kc_mens_trans,ex_nloy_kc_missex_trans,ex_nloy_kc_ocbb_trans,ex_nloy_kc_odis_trans,ex_nloy_kc_odol_trans,ex_nloy_kc_oleth_trans,ex_nloy_kc_other_trans,ex_nloy_nkc_dcp_trans,ex_nloy_nkc_fsloy_trans,ex_nloy_nkc_iseth_trans,ex_nloy_nkc_kids_trans,ex_nloy_nkc_mens_trans,ex_nloy_nkc_missex_trans,ex_nloy_nkc_ocbb_trans,ex_nloy_nkc_odis_trans,ex_nloy_nkc_odol_trans,ex_nloy_nkc_oleth_trans,ex_nloy_nkc_other_trans,new_loy_kc_dcp_trans,new_loy_kc_fsloy_trans,new_loy_kc_iseth_trans,new_loy_kc_kids_trans,new_loy_kc_mens_trans,new_loy_kc_missex_trans,new_loy_kc_ocbb_trans,new_loy_kc_odis_trans,new_loy_kc_odol_trans,new_loy_kc_oleth_trans,new_loy_kc_other_trans,new_loy_nkc_dcp_trans,new_loy_nkc_fsloy_trans,new_loy_nkc_iseth_trans,new_loy_nkc_kids_trans,new_loy_nkc_mens_trans,new_loy_nkc_missex_trans,new_loy_nkc_ocbb_trans,new_loy_nkc_odis_trans,new_loy_nkc_odol_trans,new_loy_nkc_oleth_trans,new_loy_nkc_other_trans,new_nloy_kc_dcp_trans,new_nloy_kc_fsloy_trans,new_nloy_kc_iseth_trans,new_nloy_kc_kids_trans,new_nloy_kc_mens_trans,new_nloy_kc_missex_trans,new_nloy_kc_ocbb_trans,new_nloy_kc_odis_trans,new_nloy_kc_odol_trans,new_nloy_kc_oleth_trans,new_nloy_kc_other_trans,new_nloy_nkc_dcp_trans,new_nloy_nkc_fsloy_trans,new_nloy_nkc_iseth_trans,new_nloy_nkc_kids_trans,new_nloy_nkc_mens_trans,new_nloy_nkc_missex_trans,new_nloy_nkc_ocbb_trans,new_nloy_nkc_odis_trans,new_nloy_nkc_odol_trans,new_nloy_nkc_oleth_trans,new_nloy_nkc_other_trans,lr_spd,lr_grp,lr_imp,lt_spd,lt_grp,lt_imp,mag_grp,mag_spd,mag_imp,nr_dgt_spd,nr_dgt_grp,nr_dgt_imp,nr_terr_spd,nr_terr_grp,nr_terr_imp,nr_total_imp,nr_total_spd,nt_imp,nt_spd,psch_clk_dsktp_pla_br,psch_clk_dsktp_pla_nbr,psch_clk_dsktp_reg_br,psch_clk_dsktp_reg_nbr,psch_clk_mo_pla_br,psch_clk_mo_pla_nbr,psch_clk_mo_reg_br,psch_clk_mo_reg_nbr,psch_clk_motab_pla_br,psch_clk_motab_pla_nbr,psch_clk_motab_reg_br,psch_clk_motab_reg_nbr,psch_clk_tblt_pla_br,psch_clk_tblt_pla_nbr,psch_clk_tblt_reg_br,psch_clk_tblt_reg_nbr,psch_imp_dsktp_pla_br,psch_imp_dsktp_pla_nbr,psch_imp_dsktp_reg_br,psch_imp_dsktp_reg_nbr,psch_imp_mo_pla_br,psch_imp_mo_pla_nbr,psch_imp_mo_reg_br,psch_imp_mo_reg_nbr,psch_imp_motab_pla_br,psch_imp_motab_pla_nbr,psch_imp_motab_reg_br,psch_imp_motab_reg_nbr,psch_imp_tblt_pla_br,psch_imp_tblt_pla_nbr,psch_imp_tblt_reg_br,psch_imp_tblt_reg_nbr,psch_spd_dsktp_pla_br,psch_spd_dsktp_pla_nbr,psch_spd_dsktp_reg_br,psch_spd_dsktp_reg_nbr,psch_spd_mo_pla_br,psch_spd_mo_pla_nbr,psch_spd_mo_reg_br,psch_spd_mo_reg_nbr,psch_spd_motab_pla_br,psch_spd_motab_pla_nbr,psch_spd_motab_reg_br,psch_spd_motab_reg_nbr,psch_spd_tblt_pla_br,psch_spd_tblt_pla_nbr,psch_spd_tblt_reg_br,psch_spd_tblt_reg_nbr,Tab_Circ_Other,Tab_Circ_Midweek,Tab_Circ_Sunday,Tab_Circ_Weekend,Tab_Circ_ROP,Tab_Spend_Other,Tab_Spend_Midweek,Tab_Spend_Sunday,Tab_Spend_Weekend,Tab_Spend_ROP,disp_imp,disp_click,disp_spd,local_mobile_spd,local_mobile_imp,local_mobile_clk,ooh_imp,ooh_spd
0,2/2/2015,21000.41248,12544.34999,22297.70671,7666.570013,4911.630018,7157.703327,7763.559994,7236.635995,454.666659,5221.116662,8758.92499,251945.4401,214652.7381,85740.71992,419863.64,229325.6519,574295.2168,506031.2299,1081167.335,25376.31334,12138.84999,256965.9951,27028.94995,7048.79001,21786.85002,5400.449981,7981.449996,6792.059997,10739.31002,6054.840021,0,1750.285996,21873.51997,65335.21996,9018.730019,6773.930003,118980.019,88806.77665,174213.7066,163536.605,409653.151,21430.48066,2707.925563,46185060.35,0,0,0,0,0,0,0,0,0,0,5427.949993,-1.6,0,659.97,170.77,-60,190.919998,343.769998,425.540004,160.190001,253.100004,414011.0691,0,0,0,0,0,0,0,0,0,0,46955.82876,90.600001,126.500001,0,322.000001,426.379998,0,464.99,1371.609999,994.940002,0,26728827.4,12144.68,6943.21,12745.35,4628.73,2925.9,4171.83,4288.12,3678.58,176.89,2870.82,4542.45,148069.44,125739.65,49774.03,252438.74,141457.64,346807.61,297805.13,661207.74,12848.58,6291.58,136964.12,15431.15,4113.5,12823.09,3074.3,4877.31,4044.14,6003.05,3645.84,0,882.02,11589.34,37456.13,5220.14,4265.09,75128.29,58936.55,107401.87,99782.22,254859.12,12359.86,1450.46,27831869.23,0,0,0,0,0,0,0,0,0,0,3306.83,6.31,0,211.97,99.94,-29.98,162,221.72,126.38,-87.93,113.13,232561.89,0,0,0,0,0,0,0,0,0,0,27560.39,70.2,69.47,0,171.49,269.72,0,246.36,694.8,612.43,0,16923680.77,768,560,990,376,172,300,296,257,27,241,367,12822,12734,4114,23642,8795,25291,20281,50143,936,564,11043,1084,452,973,280,280,247,327,249,0,96,760,2535,447,278,6262,3056,6848,6010,16005,733,112,1845085,0,0,0,0,0,0,0,0,0,0,149,4,0,3,10,-2,12,14,7,25,15,18689,0,0,0,0,0,0,0,0,0,0,1721,7,6,0,10,10,0,10,49,20,0,997718,217,141,202,80,40,80,50,70,4,69,85,4056,3108,899,5718,2804,7750,4519,15707,349,130,3340,332,92,196,67,73,79,64,77,0,23,177,660,100,63,1155,787,1715,1053,4130,180,23,435133,0,0,0,0,0,0,0,0,0,0,29,1,0,1,3,0,5,5,9,15,2,5821,0,0,0,0,0,0,0,0,0,0,374,2,2,0,3,3,0,3,8,2,0,266535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2/9/2015,30206.99169,17130.62002,30809.25999,13877.64,10753.13001,11328.55,8457.110014,10520.8357,754.16,10291.79,18156.27003,245394.5,198869.0851,95700.8167,463669.3,229298.18,610017.8366,550631.4515,1182769.15,23734.91334,9582.300006,335214.3439,53695.16337,9949.93001,37981.89005,12935.22001,16066.25,13149.81002,11151.26001,7983.689996,685.499995,4975.838329,38553.45164,51093.12497,8672.370036,5822.179996,115362.9833,88991.26,168709.1434,139852.95,400138.4405,26989.67949,2699.020005,47301358.45,0,0,0,0,0,0,0,0,0,0,5791.290004,202.98,26.2,24.160002,228.399999,225.02,115.429998,611.16,939.410006,655.130006,0,403031.5909,0,0,0,0,0,139.99,688.969998,0,0,0,80394.73327,400,0,0,0,105,61.6,59.99,464.149998,127.98,0,27499856.66,14884.34,9030.82,16291.26,7096.74,5064.15,6009.8,4590.97,4918.66,301.32,4135.97,8856.85,146726.67,115923.46,56273.15,278648.26,138332.91,371145.62,325456.16,721726.19,12576.92,5247.42,182878.59,26543.35,5527.6,19648.04,6426.91,7904.31,6748.02,5492.89,4156.73,369.21,2440.2,18387,31090.11,5810.15,3797.22,70570.29,54395.13,104532.29,86682.63,250750.94,21393.14,1531.58,28316229.04,0,0,0,0,0,0,0,0,0,0,2704.55,82.07,13.77,24.16,142.86,119.49,99.52,461.36,425.7,95.2,0,229298.38,0,0,0,0,0,62.99,297.07,0,0,0,41948.65,100,0,0,0,65.98,21.6,32.39,253.26,77.98,0,16735616.21,1012,801,1172,603,232,418,299,355,16,270,558,10739,9691,3963,22522,8170,24453,20234,48463,950,413,14280,1827,520,1449,483,420,498,411,285,33,149,1165,2047,358,258,5436,2822,6226,4736,14539,1402,59,1717153,0,0,0,0,0,0,0,0,0,0,168,5,2,6,12,3,9,21,54,29,0,16286,0,0,0,0,0,4,18,0,0,0,2879,1,0,0,0,2,2,1,17,2,0,923844,276,187,269,114,63,103,59,80,6,68,134,3771,2688,915,5849,2819,7735,4769,16209,320,107,5035,517,123,292,116,122,115,96,91,5,42,312,567,73,58,1076,768,1596,934,3968,134,25,439892,0,0,0,0,0,0,0,0,0,0,30,3,1,1,2,3,6,4,12,16,0,5295,0,0,0,0,0,1,3,0,0,0,607,1,0,0,0,1,1,1,4,1,0,260885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2/16/2015,19154.21665,15146.52164,29597.50999,10187.31002,4139.75,10780.01999,8420.149987,7434.88002,798.340008,11008.66335,14541.37999,311575.6407,233971.3799,97355.92992,498538.4328,249927.1028,648631.0767,548363.8597,1212078.934,25037.41467,11277.2693,499530.6486,35391.76,8673.730006,32116.24669,11560.12999,10233.51999,15760.13996,9163.780003,8945.039994,295,3612.869998,34936.61203,43701.5057,6766.080016,7565.670001,93397.80252,65444.935,123300.7367,109859.04,266551.15,19650.06246,4391.816254,51248439.78,0,0,0,0,0,0,0,0,0,0,3444.159992,95.16,0,-13.2,142.199998,42,247.829998,309.599999,301.800001,20,32.98,409523.765,224.59,0,0,0,0,0,123.92,41,0,0,58340.46998,148.380001,0,0,149.99,0,0,755.990005,1014.589999,0,0,31516006.55,10239.6,8165.27,15815.66,5518.96,2122.43,6033.99,4520.22,4215.68,444.27,4748.89,7516.23,166265.13,127533.71,55021.31,282357.99,145757.16,373110.6,321319.24,706654.77,13437.79,5602.71,247208.82,18557.28,4588.83,17023.9,6209.51,5833.48,8033.64,4911.68,4466.96,154.87,1630.61,18394.23,25504.76,4159.23,4390.14,57174.44,40111.72,76274.86,68170.61,162665.13,11710.35,2478,29893538.61,0,0,0,0,0,0,0,0,0,0,2066.97,38.16,0,-9.56,93.16,42,114.92,192.25,84.12,203.24,10.98,220697.23,134.11,0,0,0,0,0,61.92,21.99,0,0,31973.58,94.67,0,0,120.98,0,0,504.63,668.47,0,0,19430449.81,780,737,1113,470,138,423,347,317,31,283,579,13855,11390,4320,25633,9196,26159,20513,51629,1073,464,23237,1272,443,1254,497,418,511,375,308,1,142,1355,1668,292,318,4356,2044,4644,3933,10430,662,201,1989790,0,0,0,0,0,0,0,0,0,0,148,7,0,-1,8,3,13,18,5,0,2,18057,20,0,0,0,0,0,8,2,0,0,2111,7,0,0,6,0,0,25,39,0,0,1143460,231,200,235,91,40,114,69,70,5,74,162,4660,3239,1038,6418,2946,8376,4704,16646,362,152,7627,405,115,252,115,99,122,80,94,1,41,353,480,75,59,873,566,1173,708,2761,173,37,483753,0,0,0,0,0,0,0,0,0,0,31,4,0,0,1,1,4,5,5,6,1,5680,1,0,0,0,0,0,1,1,0,0,463,1,0,0,3,0,0,3,3,0,0,315663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2/23/2015,14869.91999,13025.84999,23824.78569,9557.329965,3266.389991,6267.129995,6553.469991,5590.400001,1312.779998,4019.509997,10072.59001,206047.8101,197000.1225,91350.14993,443543.3071,220861.5067,577237.8398,553742.4116,1090556.092,22968.22572,10206.35335,400421.6085,22655.14,8347.37001,17526.40002,6915.300006,7260.990019,8502.32998,9459.610006,5685.710005,526.970001,1662.890004,20352.29999,36975.17222,7319.639994,4694.359988,89956.85005,78064.81779,145807.839,120914.1066,294887.6268,14789.7401,2784.229998,45733355.19,166.98,0,0,0,0,65,0,0,29.99,0,3714.020007,3462.370011,349.56,2373.010002,3871.019995,2015.259996,4097.620002,2347.52997,6838.079996,1528.17,339.950001,344861.1981,0,0,0,0,0,116.47,0,0,0,0,42930.20001,451.120001,92.989998,287.910009,136.71,-24.429999,383.79,371.179998,1072.839999,1023.909999,144.420001,24833182.66,9112.27,6872.92,12967.33,5235.95,2039.76,3592.02,3904.98,3324.42,666.65,2207.73,5709.43,119515.89,114506.35,52101.11,265134.53,134911.6,345057.71,324841.55,660976.17,11689.44,5083.71,219841.8,13160.46,4619.3,9695.44,4189.91,4714.59,4961.46,5355.12,3620.58,202.4,840.8,11659.82,22195.62,4067.54,2792.05,56046.92,49174.71,89900.42,75095.22,185559.77,8618.81,1736.47,27623923.19,109.68,0,0,0,0,25.93,0,0,13.16,0,2178.33,1773.67,153.16,1216.94,2332.43,1025.1,2324.8,877.04,3880.8,861.47,137.92,200141.3,0,0,0,0,0,73.34,0,0,0,0,25275.1,238.77,45.01,199.95,126.13,-4.42,242.9,280.82,666.94,616.85,24.65,15632794.38,627,598,963,493,166,255,267,262,37,194,515,10167,11248,4082,24774,8630,24486,21286,48800,1046,416,20258,934,459,785,348,289,347,347,233,13,70,856,1649,325,181,4802,2634,5362,4382,11729,528,100,1849449,6,0,0,0,0,3,0,0,1,0,137,201,29,117,197,102,171,160,357,67,18,16110,0,0,0,0,0,10,0,0,0,0,1576,19,6,26,16,5,9,14,41,23,7,948219,167,132,223,93,37,65,55,80,8,40,120,3371,2898,961,5784,2714,7526,4518,15500,322,107,6497,263,85,185,76,82,84,72,65,4,22,241,429,69,40,945,667,1320,760,3009,125,25,434741,1,0,0,0,0,2,0,0,1,0,23,79,11,42,52,34,59,56,128,17,5,4992,0,0,0,0,0,1,0,0,0,0,345,7,1,5,2,2,3,5,11,6,2,247954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500,2/2/2015,27777.33998,197254.7569,100568.3817,13815.95999,6726.840005,6611.819984,7783.996234,4524.55,614.21,43406.68929,3794.417987,5196.129999,8740.896651,2801.530008,8202.410024,2382.709995,11002.85999,10785.93001,14901.22,2509.179999,2821.286662,4699.156674,40135.87999,39085.79002,59631.84333,10443.15999,8563.900008,9621.830023,9971.399996,6817.460005,1117.309999,15575.81286,17872.47668,3202.562003,1092.14,1061.159996,6452.050012,8554.540004,8132.213992,8647.269998,22126.25001,3656.139992,-1233.509989,29086.90998,0,0,0,0,0,0,0,0,0,0,356.18,0,0,0,79.99,0,0,0,0,0,0,1473.439986,0,0,0,0,0,0,0,0,0,0,14473.98001,0,0,0,29.98,0,550.98,0,17.99,0,0,43320.95168,16183.63,106574.32,57132.22,8047.65,3993.24,3490.18,4211.03,2451.52,453.49,24002.31,1915.57,2936.51,4873.08,1491.6,5014.37,1245.73,5987.38,6515.02,9189.22,1314.57,1301.15,2598.27,24021.8,21558.16,35653.8,6655.53,5342.32,5895.38,5673.83,4533.62,855.42,8542.08,10245.74,1872.68,695.36,770.99,4439.49,5117.48,5082.44,5885.98,14992.95,2158.48,-478.82,18792.45,0,0,0,0,0,0,0,0,0,0,263.12,0,0,0,38.99,0,0,0,0,0,0,922.23,0,0,0,0,0,0,0,0,0,0,8512.2,0,0,0,29.98,0,238.46,0,7.99,0,0,27547.88,1263,9471,4096,577,219,250,310,167,23,1720,160,239,493,166,494,86,374,393,628,98,106,263,1519,1822,2357,502,332,371,298,219,31,536,532,119,52,51,369,206,287,345,889,163,48,1031,0,0,0,0,0,0,0,0,0,0,9,0,0,0,4,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,503,0,0,0,2,0,12,0,1,0,0,1543,386,2136,902,129,59,86,57,52,9,477,34,54,93,40,85,21,105,79,190,40,31,72,472,436,475,120,86,100,70,71,15,142,138,44,13,8,80,66,91,66,282,37,10,267,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,102,0,0,0,1,0,3,0,1,0,0,407,0,0,0,0,0,0,0.015604019,139.9501426,9944.364458,0,0,0,0,5.5,7436.977695,7436.977695,0,134688.7461,3138.434069,0,527.214391,1650.770895,909.1994929,0,512.9597361,1325.369547,507.6102436,0,767.5962196,1941.207091,751.7268046,0,254.6364835,615.8375439,244.1165609,0,26685.90667,3832.983335,61594.05368,0,21173.79021,4063.8109,25194.3767,0,36322.60016,5451.174446,39580.41553,0,15148.80995,1387.363546,14386.03882,0,286.4335409,201.3950276,531.6781317,0,81.69525625,96.14902227,223.9089089,0,218.0323331,164.0779207,367.5863017,0,136.3370768,67.92889842,143.6773928,0,0,89419.27585,95708.76412,3015,0,0,2760.688776,3212.524997,429.058422,301478,342,906.89,0,0,0,0,0
